title,journal,year
Paramagnetic unlearning in neural network models,PHYSICAL REVIEW E,1996
The orbitofrontal cortex,PHILOSOPHICAL TRANSACTIONS OF THE ROYAL SOCIETY OF LONDON SERIES,1996
Unlearning in order to learn - Towards an ecumenical theological,ECUMENICAL REVIEW,1996
Unlearning algorithm in associative memory,IEEE TRANSACTIONS ON CIRCUITS AND SYSTEMS II-ANALOG AND DIGITAL SIGNAL,1996
On the specific role of the cerebellum in motor learning and cognition:,BEHAVIORAL AND BRAIN SCIENCES,1996
Eye movement desensitization and reprocessing: Effectiveness and,JOURNAL OF BEHAVIOR THERAPY AND EXPERIMENTAL PSYCHIATRY,1996
Neural systems for the expression of hypoalgesia during nonassociative,BEHAVIORAL NEUROSCIENCE,1996
Synaptic organizations and dynamical properties of weakly connected,BIOLOGICAL CYBERNETICS,1996
War-affected societies and war-affected children - What are the,CHILDHOOD-A GLOBAL JOURNAL OF CHILD RESEARCH,1996
Effect of sensitization of stereotypy on the acquisition and retention,PSYCHOPHARMACOLOGY,1996
Unlearning in the paramagnetic phase of neural network models,JOURNAL OF PHYSICS A-MATHEMATICAL AND GENERAL,1996
Immediate acceptance of minerals and HCl by calcium-deprived rats: Brief,AMERICAN JOURNAL OF PHYSIOLOGY-REGULATORY INTEGRATIVE AND COMPARATIVE,1996
Pointing at smaller food amounts in an analogue of Boysen and Berntson's,JOURNAL OF THE EXPERIMENTAL ANALYSIS OF BEHAVIOR,1996
Automatic inspection of fabric defects using an artificial neural,TEXTILE RESEARCH JOURNAL,1996
Towards a new paradigm for poverty eradication in South Asia,INTERNATIONAL SOCIAL SCIENCE JOURNAL,1996
The spiritual power of repetitive form: Steps toward transcendence in,CRITICAL STUDIES IN MASS COMMUNICATION,1996
A dynamic neural network identification of electromyography and arm,IEEE TRANSACTIONS ON BIOMEDICAL ENGINEERING,1996
Towards a new perspective on women's bodies - Learning and unlearning,ECONOMIC AND POLITICAL WEEKLY,1996
Self-organized phase transitions in neural networks as a neural,PROCEEDINGS OF THE NATIONAL ACADEMY OF SCIENCES OF THE UNITED STATES OF,1996
Investigation of the Crick-Mitchison reverse-learning dream sleep,NEURAL NETWORKS,1996
Improving reinforcement learning in stochastic RAM-based neural networks,NEURAL PROCESSING LETTERS,1996
Comprehensive neurotoxicity assessment,ENVIRONMENTAL HEALTH PERSPECTIVES,1996
Two mathematically defined expressive language structures in humans and,BEHAVIORAL SCIENCE,1996
Trigeminal repellents do not promote conditioned odor avoidance in,WILSON BULLETIN,1996
Relations between architecture and management,JOURNAL OF ARCHITECTURAL AND PLANNING RESEARCH,1996
Priming effects with drugs and other reinforcers,EXPERIMENTAL AND CLINICAL PSYCHOPHARMACOLOGY,1996
Conditioned inhibition in a multiple-category learning task,QUARTERLY JOURNAL OF EXPERIMENTAL PSYCHOLOGY SECTION B-COMPARATIVE AND,1996
Linear unlearning for cross-validation,ADVANCES IN COMPUTATIONAL MATHEMATICS,1996
Historical foundations of organization learning,JOURNAL OF ORGANIZATIONAL CHANGE MANAGEMENT,1996
Some results on convergent unlearning algorithm,ADVANCES IN NEURAL INFORMATION PROCESSING SYSTEMS 8: PROCEEDINGS OF THE,1996
Neural inversion of GASTOM'90 tomographic data,"OCEANS '96 MTS/IEEE, CONFERENCE PROCEEDINGS, VOLS 1-3 / SUPPLEMENTARY",1996
Event-related potentials as indirect measures of recognition memory,INTERNATIONAL JOURNAL OF PSYCHOPHYSIOLOGY,1996
The institutionalization of learning organizations - From,SOZIALE WELT-ZEITSCHRIFT FUR SOZIALWISSENSCHAFTLICHE FORSCHUNG UND,1996
Recognition of handwritten musical notes by a modified Neocognitron,MACHINE VISION AND APPLICATIONS,1996
Facilitation of olfactory learning by a modulator of AMPA receptors,JOURNAL OF NEUROSCIENCE,1995
GENETICS-BASED LEARNING OF NEW HEURISTICS - RATIONAL SCHEDULING OF,IEEE TRANSACTIONS ON KNOWLEDGE AND DATA ENGINEERING,1995
Unlearning certainty: Toward a culture of student inquiry,THEORY INTO PRACTICE,1995
BELIEVING IS SEEING - JOINT VENTURES AND ORGANIZATION LEARNING,JOURNAL OF MANAGEMENT STUDIES,1995
"UNLEARNING PATRIARCHY, LEGUIN,URSULA FEMINIST CONSCIOUSNESS IN THE",EXTRAPOLATION,1995
WHAT EVERY STUDENT OF BEHAVIOR ANALYSIS OUGHT TO LEARN - A SYSTEM FOR,BEHAVIOR ANALYST,1995
AN EVENT-RELATED POTENTIAL INVESTIGATION OF POSTHYPNOTIC RECOGNITION,JOURNAL OF ABNORMAL PSYCHOLOGY,1995
"COLOR AVOIDANCE IN NORTHERN BOBWHITES - EFFECTS OF AGE, SEX AND PREVIOUS",ANIMAL BEHAVIOUR,1995
A HIERARCHICAL NEURAL-NETWORK SYSTEM FOR SIGNALIZED POINT RECOGNITION IN,PHOTOGRAMMETRIC ENGINEERING AND REMOTE SENSING,1995
THE FUNCTION OF FETAL NEONATAL RAPID EYE-MOVEMENT SLEEP,BEHAVIOURAL BRAIN RESEARCH,1995
SIMULTANEOUS SINGLE-UNIT RECORDING IN THE MEDIAL NUCLEUS OF THE MEDIAL,BRAIN RESEARCH,1995
LONG-TERM LEARNING-DEFICITS AND CHANGES IN UNLEARNED BEHAVIORS FOLLOWING,NEUROTOXICOLOGY AND TERATOLOGY,1995
UNLEARNING BY NOT DOING - REPEATED GAMES WITH VANISHING ACTIONS,GAMES AND ECONOMIC BEHAVIOR,1995
NEURONAL RECORDINGS IN HUMAN LATERAL TEMPORAL-LOBE DURING VERBAL,NEUROREPORT,1995
SENSORY PRECONDITIONING AND 2ND-ORDER CONDITIONING OF ALARM REACTIONS IN,JOURNAL OF COMPARATIVE PSYCHOLOGY,1995
EXTINCTION OF CONDITIONED EYELID RESPONSES REQUIRES THE ANTERIOR LOBE OF,JOURNAL OF NEUROSCIENCE,1995
NO SHOES - THEY WALKED AWAY - EFFECTS OF ENHANCEMENTS ON LEARNING AND,JOURNAL OF SPEECH AND HEARING RESEARCH,1995
PAVLOVIAN ASSOCIATIONS ARE FOREVER - ON CLASSICAL-CONDITIONING AND,JOURNAL OF PSYCHOPHYSIOLOGY,1995
Unlearning learnability,GEORGETOWN UNIVERSITY ROUND TABLE ON LANGUAGES AND LINGUISTICS 1995:,1995
LONG-TERM LOAD FORECASTING USING IMPROVED RECURRENT NEURAL-NETWORK,ELECTRICAL ENGINEERING IN JAPAN,1994
KETAMINE - ACQUISITION AND RETENTION OF CLASSICALLY-CONDITIONED,PHARMACOLOGY BIOCHEMISTRY AND BEHAVIOR,1994
UNLEARNING HOLDS THE KEY TO COMPETITIVE SUCCESS,TRAINING & DEVELOPMENT,1994
"NARRATOR, URBAN SPACE AND UNLEARNING IN LA 'CIUDAD ANTERIOR' BY",REVISTA CHILENA DE LITERATURA,1994
AVOIDANCE OF DYED FOOD BY THE NORTHERN BOBWHITE,APPLIED ANIMAL BEHAVIOUR SCIENCE,1994
LESSONS UNLEARNED,CHEMISTRY & INDUSTRY,1994
PERSISTENCE AND THE IMPORTANCE OF NONREWARD - SOME APPLICATIONS OF,PSYCHONOMIC BULLETIN & REVIEW,1994
AUTONOMIC MEDIATION OF UNCONDITIONED AND CONDITIONED HEART-RATE,PSYCHOBIOLOGY,1994
"THE GREAT UNLEARNING + EDUCATIONAL-INSTITUTE BISHAN, SINGAPORE,",ARCHITECTURAL REVIEW,1994
ADJUSTING POLICY-THINKING TO GLOBAL PRAGMATICS AND FUTURE PROBLEMATICS,PUBLIC ADMINISTRATION AND DEVELOPMENT,1994
REPRESENTATIONAL TRAJECTORIES IN CONNECTIONIST LEARNING,MINDS AND MACHINES,1994
PARTIALLY ANNEALED NEURAL NETWORKS,JOURNAL OF PHYSICS A-MATHEMATICAL AND GENERAL,1994
GENERAL PEDIATRICS IN A TIME OF CHANGE - LESSONS WE MUST UNLEARN,ARCHIVES OF PEDIATRICS & ADOLESCENT MEDICINE,1994
UNLEARNING IN NEURAL NETWORKS WITH MANY-NEURON INTERACTIONS,INTERNATIONAL JOURNAL OF MODERN PHYSICS C,1994
EFFECTS OF LEARNED FLAVOR CUES ON SINGLE MEAL AND DAILY FOOD-INTAKE IN,PHYSIOLOGY & BEHAVIOR,1994
NEURAL NETWORKS - ITERATIVE UNLEARNING ALGORITHM CONVERGING TO THE,JOURNAL DE PHYSIQUE I,1994
ALTERATIONS IN BEHAVIORAL-RESPONSES TO STRESSORS FOLLOWING EXCITOTOXIN,BRAIN RESEARCH,1994
VISIONARY SYSTEMS THINKING (VST) AS A SUPPORT TO CREATIVITY IN THE,SYSTEMS RESEARCH,1994
THE CONVERGING UNLEARNING ALGORITHM FOR THE HOPFIELD NEURAL NETWORK -,PROCEEDINGS OF THE 12TH IAPR INTERNATIONAL CONFERENCE ON PATTERN,1994
INTRODUCTION TO PRINCIPLES AND PROCEDURES IN BEHAVIORAL-TESTING,PSYCHOPHARMACOLOGY BULLETIN,1994
UNIVERSALITY OF UNLEARNING,NEURAL NETWORKS,1994
THE IMPORTANCE OF REM-SLEEP FOR BRAIN MATURATION,JOURNAL OF SLEEP RESEARCH,1993
PEACEKEEPING IS HELL - AMERICA UNLEARNS THE LESSONS OF VIETNAM,POLICY REVIEW,1993
UNLEARNING THE ORGANIZATION,ORGANIZATIONAL DYNAMICS,1993
ESTABLISHING OPERATIONS,BEHAVIOR ANALYST,1993
LESIONS IN 4 PARTS OF THE BASAL FOREBRAIN CHANGE BASIC BEHAVIOR IN RATS,NEUROREPORT,1993
EFFECTS OF NOVELTY ON TASTE-AVOIDANCE LEARNING IN CHICKS,BEHAVIOUR,1993
THE UNLEARNED LESSONS OF THE HOLOCAUST + AN INVESTIGATION OF THE,MODERN JUDAISM,1993
POLICY-MAKING AND MANAGEMENT IN ISRAELI LOCAL-GOVERNMENT - EVOLVING,POLICY STUDIES JOURNAL,1993
UNLEARNING DOMINANT-MODES OF REPRESENTATION - MUDROOROO 'DOCTOR,WESTERLY,1993
MANAGERS MUST UNLEARN THE PSYCHOLOGY OF CONTROL,RESEARCH-TECHNOLOGY MANAGEMENT,1993
NEGATIVE EVIDENCE IN LANGUAGE-ACQUISITION,COGNITION,1993
THE UNLEARNED MOUTH AS AN AUTHORITY - MYSTIC EXPERIENCE AS A SOURCE OF,ZEITSCHRIFT FUR GERMANISTIK,1993
INDIVIDUAL AGED RATS ARE IMPAIRED ON REPEATED REVERSAL DUE TO LOSS OF,PHYSIOLOGY & BEHAVIOR,1992
THE IDENTIFICATION OF CONCEALED MEMORIES USING THE EVENT-RELATED,PSYCHOPHYSIOLOGY,1992
ALTERATIONS IN SELF-GROOMING SEQUENCES IN THE RAT AS A CONSEQUENCE OF,PSYCHOBIOLOGY,1992
SPEAKING FREELY - UNLEARNING THE LIES OF THE FATHERS TONGUES -,AMERICAN SPEECH,1992
"UNLEARNING PATRIARCHY - PERSONAL DEVELOPMENT IN PIERCY,MARGE",FEMINIST REVIEW,1992
LOCAL SYNAPTIC LEARNING RULES SUFFICE TO MAXIMIZE MUTUAL INFORMATION IN,NEURAL COMPUTATION,1992
REASSESSMENT OF SOCIALLY MEDIATED LEARNING IN SIAMESE FIGHTING FISH,JOURNAL OF COMPARATIVE PSYCHOLOGY,1992
IBOTENIC ACID LESIONS IN THE AMYGDALOID CENTRAL NUCLEUS BUT NOT IN THE,BRAIN RESEARCH,1992
"PATRIARCHY HAS TO BE UNLEARNED, EVEN THE SEXUAL DIMENSION - SEX AND",ARGUMENT,1992
IS THE BIOSPHERE A LUXURY,HASTINGS CENTER REPORT,1992
"SOMATOSENSORY TRIGEMINAL PROJECTIONS TO THE INFERIOR OLIVE, CEREBELLUM",EUROPEAN JOURNAL OF NEUROSCIENCE,1992
SPEAKING FREELY - UNLEARNING THE LIES OF THE FATHERS TONGUES -,LANGUAGE IN SOCIETY,1992
SPEAKING FREELY - UNLEARNING THE LIES OF THE FATHERS TONGUES -,SIGNS,1992
'UNLEARNING',ARTS MAGAZINE,1992
CHANGES IN THE MOTOR PATTERN OF LEARNED AND UNLEARNED RESPONSES,NEUROSCIENCE,1992
LEARNING-PROCESSES IN DEMENTIA,INTERNATIONAL JOURNAL OF GERIATRIC PSYCHIATRY,1992
DESIGNING STUDIES OF DRUG CONDITIONING IN HUMANS,PSYCHOPHARMACOLOGY,1992
A PROSPECTIVE CONTROLLED TRIAL OF TEACHING BASIC SURGICAL SKILLS WITH,MEDICAL TEACHER,1992
OVERREGULARIZATION IN LANGUAGE-ACQUISITION,MONOGRAPHS OF THE SOCIETY FOR RESEARCH IN CHILD DEVELOPMENT,1992
RURAL BANKING - LEARNING TO UNLEARN AN ACTION RESEARCH INQUIRY -,INDIAN JOURNAL OF SOCIAL WORK,1992
UNLEARNING ALGORITHM IN ASSOCIATIVE MEMORIES - THE EIGENSTRUCTURE METHOD,"1992 IEEE INTERNATIONAL SYMPOSIUM ON CIRCUITS AND SYSTEMS, VOLS 1-6",1992
PRIMARY PREVENTION IN HYPERTENSION - VALID CONCLUSIONS FROM,CIRCULATION,1991
GENETIC CAUSES OF AORTIC-ANEURYSMS - UNLEARNING AT LEAST PART OF WHAT,JOURNAL OF CLINICAL INVESTIGATION,1991
MODELING OF THE PROCESS OF FIXATION AND REPRODUCTION OF IMAGES,ZHURNAL VYSSHEI NERVNOI DEYATELNOSTI IMENI I P PAVLOVA,1991
LESSON UNLEARNED,NATION,1991
"EFFECTS OF POTENTIALLY PHOBIC CONDITIONED-STIMULI ON RETENTION,",PSYCHOPHYSIOLOGY,1991
DSS AND UNLEARNING - TAKING ORGANIZATIONAL ENVIRONMENTS INTO ACCOUNT,ENVIRONMENTS FOR SUPPORTING DECISION PROCESSES,1991
CHARACTERISTICS OF THE ASSOCIATIVE MEMORY TRAINED BY THE,"IJCNN-91-SEATTLE : INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS,",1991
LEARNING AND UNLEARNING FEAR - A CLINICAL AND EVOLUTIONARY PERSPECTIVE,NEUROSCIENCE AND BIOBEHAVIORAL REVIEWS,1990
LEARNING AND UNLEARNING IN DISTRIBUTED MEMORY MODELS,BULLETIN OF THE PSYCHONOMIC SOCIETY,1990
THE SECRETS OF APOSEMATISM - UNLEARNED RESPONSES TO SPECIFIC COLORS AND,TRENDS IN ECOLOGY & EVOLUTION,1990
BRAIN PATHWAYS FOR LEARNED AND UNLEARNED VOCALIZATIONS DIFFER IN ZEBRA,JOURNAL OF NEUROSCIENCE,1990
UNLEARNING TO NOT SPEAK,HUMAN STUDIES,1990
UNLEARNING RACISM - A STUDENT AFFAIRS AGENDA FOR,JOURNAL OF COLLEGE STUDENT DEVELOPMENT,1990
INCREASING THE EFFICIENCY OF A NEURAL NETWORK THROUGH UNLEARNING,PHYSICA A,1990
ACCELERATED BACK PROPAGATION USING UNLEARNING BASED ON HEBB RULE,"IJCNN-90-WASH DC : INTERNATIONAL JOINT CONFERENCE ON NEURAL NETWORKS,",1990
UNLEARNED SPECIFIC APPETITE FOR PROTEIN,PHYSIOLOGY & BEHAVIOR,1989
OVERCOMING UNLEARNED RESPONSE BIASES - DELAYED ESCAPE FOLLOWING ERRORS,BEHAVIORAL AND NEURAL BIOLOGY,1989
PARENTHETIC LEARNING IN ORGANIZATIONS - TOWARD THE UNLEARNING OF THE,JOURNAL OF MANAGEMENT STUDIES,1989
CONTINUOUS UNLEARNING IN NEURAL NETWORKS,ELECTRONICS LETTERS,1989
EPIDEMIOLOGIC ANALYSES OF CAUSATION - THE UNLEARNED SCIENTIFIC LESSONS,JOURNAL OF CLINICAL EPIDEMIOLOGY,1989
UNLEARNED LESSONS FROM CLINICAL-TRIALS - A DUALITY OF OUTLOOKS,JOURNAL OF CLINICAL EPIDEMIOLOGY,1989
UNLEARNED LESSONS FROM CLINICAL-TRIALS - A DUALITY OF OUTLOOKS,JOURNAL OF CLINICAL EPIDEMIOLOGY,1989
FIGHTING WORDS - UNLEARNING TO WRITE THE CRITICAL-ESSAY,GEORGIA REVIEW,1988
UNLEARNING AND BACKCASTING - RETHINKING SOME OF THE QUESTIONS WE ASK,TECHNOLOGICAL FORECASTING AND SOCIAL CHANGE,1988
UNLEARNED LESSONS - CURRENT AND PAST REFORMS FOR SCHOOL IMPROVEMENT -,EDUCATIONAL POLICY,1988
THE INVALUABLE ART OF UNLEARNING,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,1988
THE UNLEARNED LESSONS OF COUNTERINSURGENCY,POLITICAL SCIENCE QUARTERLY,1988
LUMBAR PUNCTURE IN ACUTE MENINGITIS - A LESSON TO UNLEARN,BRITISH MEDICAL JOURNAL,1988
UNLEARNING PSYCHIATRY - A COHORT EFFECT IN THE TRAINING ENVIRONMENT,INTERNATIONAL JOURNAL OF PSYCHIATRY IN MEDICINE,1988
THE INVALUABLE ART OF UNLEARNING,JOURNAL OF THE ROYAL SOCIETY OF MEDICINE,1988
A DEFENSE OF UNLEARNED LANGUAGE,METAPHILOSOPHY,1987
"UNLEARNED LANGUAGE - NEW STUDIES IN XENOGLOSSY - STEVENSON,I",JOURNAL OF PARAPSYCHOLOGY,1987
UNLEARNED LESSONS - CURRENT AND PAST REFORMS FOR SCHOOL IMPROVEMENT -,EDUCATIONAL LEADERSHIP,1987
UNLEARNING INCREASES THE STORAGE CAPACITY OF CONTENT ADDRESSABLE,BIOPHYSICAL JOURNAL,1987
"LEARN, UNLEARN, AND RELEARN - A NEW MOTTO FOR THE WORKFORCE",TAPPI JOURNAL,1987
"UNLEARNED LANGUAGE - NEW STUDIES IN XENOGLOSSY - STEVENSON,I",LANGUAGE LEARNING,1986
"UNLEARNED LANGUAGE - NEW STUDIES IN XENOGLOSSY - STEVENSON,I",JOURNAL OF NERVOUS AND MENTAL DISEASE,1986
AN UNLEARNED FOREIGN ACCENT IN A PATIENT WITH APHASIA,BRAIN AND LANGUAGE,1986
THE UNLEARNED LESSONS - LEST WE FORGET THE BAY OF PIGS,NATION,1986
EARLY MAP USE AS AN UNLEARNED ABILITY,COGNITION,1986
"DANIELS, DAVIDSON AND THE UNLEARNED LESSON OF PARRATT V TAYLOR -",NOTRE DAME LAW REVIEW,1986
"UNLEARNED LANGUAGE - NEW STUDIES IN XENOGLOSSY - STEVENSON,I",JOURNAL OF THE AMERICAN SOCIETY FOR PSYCHICAL RESEARCH,1985
"UNLEARNED LANGUAGE - NEW STUDIES IN XENOGLOSSY - STEVENSON,I",AMERICAN JOURNAL OF PSYCHIATRY,1985
"UNLEARNED LANGUAGE - NEW STUDIES IN XENOGLOSSY - STEVENSON,I",MODERN LANGUAGE REVIEW,1985
ONTOGENESIS OF LEARNING .6. LEARNED AND UNLEARNED RESPONSES TO,DEVELOPMENTAL PSYCHOBIOLOGY,1985
THE ACQUISITION OF THE DATIVE ALTERNATION - UNLEARNING,COGNITION,1984
UNLEARNING FROM EXPERIENCE,SOLAR AGE,1984
"TO AVOID ORGANIZATIONAL CRISES, UNLEARN",ORGANIZATIONAL DYNAMICS,1984
UNLEARN THAT WHICH MAKES ME MUTE - TEXTBOOK ON AFRICAN CULTURE - GERMAN,RESEARCH IN AFRICAN LITERATURES,1984
TRANSFUSION RELATED MORTALITIES - PRIOR LESSONS UNLEARNED,TRANSFUSION,1984
UNLEARNING HAS A STABILIZING EFFECT IN COLLECTIVE MEMORIES,NATURE,1983
THE MANAGEMENT OF UNLEARNING - EXPLODING THE CLEAN SLATE FALLACY,TRAINING AND DEVELOPMENT JOURNAL,1983
UNLEARNING ARISTOTELIAN PHYSICS - A STUDY OF KNOWLEDGE-BASED LEARNING,COGNITIVE SCIENCE,1982
UNLEARNING WITHOUT FORGETTING,REVUE FRANCAISE DE PSYCHANALYSE,1982
UNLEARNING ABOUT LATENCY,MEDICAL MICROBIOLOGY AND IMMUNOLOGY,1982
ON UNLEARNING VAGINISMUS,EMERGENCY MEDICINE,1982
UNLEARNED AND LEARNED BOOKS - THE RELATIONSHIP BETWEEN HEGEL AND,ZEITSCHRIFT FUR PHILOSOPHISCHE FORSCHUNG,1981
UNLEARNING BLIND OBEDIENCE IN GERMAN SCHOOLS,PSYCHOLOGY TODAY,1981
MANAGING UNLEARNING,TRAINING AND DEVELOPMENT JOURNAL,1981
"HEINSE,WILHELM 'ARDINGHELLO' OR PROSPERO-FRESCOBALDI SO-CALLED YEARS OF",ETUDES GERMANIQUES,1980
'UNLEARNED HABITS',DESCANT,1980
LESSON UNLEARNED + NATURE AND EFFECTS OF RADIATION,SATURDAY REVIEW,1979
HIPPOCAMPAL FUNCTION IN LEARNED AND UNLEARNED BEHAVIORS,BEHAVIORAL AND BRAIN SCIENCES,1979
RENT CONTROL - HISTORYS UNLEARNED LESSON,REAL ESTATE REVIEW,1978
UNLEARNING FOR A PHD,BULLETIN OF THE BRITISH PSYCHOLOGICAL SOCIETY,1977
HIPPOCAMPAL EEG DURING LEARNED AND UNLEARNED BEHAVIOR IN RAT,PHYSIOLOGY & BEHAVIOR,1977
WINNERS AND LOSERS - SOME PARADOXES IN MONETARY HISTORY RESOLVED AND,HISTORY OF POLITICAL ECONOMY,1977
RETEACHERING - UNLEARNING WRITING BLOCKS,TRANSACTIONAL ANALYSIS JOURNAL,1977
UNLEARNED LESSONS OF VIETNAM,YALE REVIEW,1977
"REPEATED LEARNING, UNLEARNING, AND RELEARNING OF CHOICE DISCRIMINATIONS",BULLETIN OF THE PSYCHONOMIC SOCIETY,1977
DEALING WITH DEATH - UNLEARNED ROLE,AMERICAN JOURNAL OF NURSING,1976
SPEAK YOU ENGLISH - PROGRAMMED CURRICULUM FOR UNLEARNING TYPICALLY,IRAL-INTERNATIONAL REVIEW OF APPLIED LINGUISTICS IN LANGUAGE TEACHING,1976
BACKWARD RECALL AND FORWARD RECOGNITION FOLLOWING A-B UNLEARNING,BULLETIN OF THE PSYCHONOMIC SOCIETY,1976
STORAGE AND RETRIEVAL PROCESSES IN UNLEARNING,MEMORY & COGNITION,1975
LESSONS UNLEARNED FROM HURRICANE AGNES,PENNSYLVANIA MEDICINE,1974
AUTONOMIC BLOCKADES OF LEARNED AND UNLEARNED HEART-RATE CHANGES IN,FEDERATION PROCEEDINGS,1974
EFFECTS OF PRIOR AVERSIVE STIMULATION UPON UNLEARNED AND INSTRUMENTAL,BULLETIN OF THE PSYCHONOMIC SOCIETY,1974
COMPARATIVE EFFECTS OF SOME CNS-ACTIVE DRUGS ON LEARNED AND UNLEARNED,PHARMACOLOGIST,1974
EFFECT OF RESPONSE SET ON A TEST OF UNLEARNING,PSYCHOLOGICAL REPORTS,1973
ATROPINE-CAUSED CENTRAL NERVOUS-SYSTEM INTERFERENCE WITH,INTERNATIONAL JOURNAL OF RADIATION BIOLOGY,1973
MEDIATED UNLEARNING,JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1973
UNLEARNED AND LEARNED EFFECTS OF INTRAHYPOTHALAMIC CYCLIC AMP INJECTION,NATURE-NEW BIOLOGY,1972
UNLEARNING AS A FUNCTION OF NUMBER OF ACQUIRED INTERPOLATED RESPONSES,PSYCHONOMIC SCIENCE,1972
RECALL AND RESISTANCE TO UNLEARNING OF VERBAL MEDIATING ASSOCIATES AS A,JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1972
NEURAL EXPECTATION - CEREBELLAR AND RETINAL ANALOGS OF CELLS FIRED BY,KYBERNETIK,1972
ACUTE AND CHRONIC EFFECTS ON RATS OF (-),PSYCHOPHARMACOLOGIA,1972
CAN UNLEARNING BE UNDONE - TESTS OF INHIBITION HYPOTHESIS,PSYCHOLOGICAL REPORTS,1971
R-S UNLEARNING AS A FUNCTION OF DEGREE OF S-R UNLEARNING,JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1971
UNLEARNING AND FACILITATION PARADIGMS WITH MEANINGFUL MATERIAL,PSYCHONOMIC SCIENCE,1971
EFFECT OF CHANGED LIST-2 LEARNING CONDITIONS ON LIST-1 UNLEARNING,CANADIAN PSYCHOLOGIST-PSYCHOLOGIE CANADIENNE,1970
EFFECTS OF A TRANQUILIZER AND 2 ANTIDEPRESSANTS ON LEARNED AND UNLEARNED,JOURNAL OF PHARMACEUTICAL SCIENCES,1970
PREVENTION OF UNLEARNING IN VERBAL TRANSFER BY FIRST-LIST REINSTATEMENT,JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1970
"UNLEARNING OF CONTEXT-ITEM AND SPECIFIC ASSOCIATIONS IN W1-R1, W2-R2",AMERICAN JOURNAL OF PSYCHOLOGY,1970
"EFFECTS OF CONTEXTUAL SIMILARITY ON UNLEARNING IN A-B, D, E, F AND B, D,",JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1970
UNLEARNING AS A FUNCTION OF ACTIVITY BETWEEN AB AND AC ACQUISITION,PSYCHONOMIC SCIENCE,1970
EFFECT ON RETENTION OF SUCCESSIVE RECALL TRIALS BEFORE UNLEARNING,PSYCHONOMIC SCIENCE,1970
BETA-ADRENERGIC RECEPTORS IN HYPOTHALAMUS FOR LEARNED AND UNLEARNED,JOURNAL OF COMPARATIVE AND PHYSIOLOGICAL PSYCHOLOGY,1970
S-R AND R-S UNLEARNING AS A FUNCTION OF TRANSFER PARADIGM,JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1970
EFFECTS OF RESPONSE-SET SIMILARITY ON UNLEARNING AND SPONTANEOUS,JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1970
RETROACTIVE INHIBITION IN FREE RECALL LEARNING - UNLEARNING OR CATEGORY,JOURNAL OF EXPERIMENTAL PSYCHOLOGY,1970
